Input sentence,Output sentence,
నేను ఇప్పుడు రాయబోయే కథ శ్రీమద్ద భాగవతం లోనిది.,నేను ఇప్పుడు రాయబోయే కథ శ్రీమద్భాగవతం లోనిది.,
పర్వం ఉదోపాదుడు అనే ఒక వ్యక్తి ఉండేవాడు.,పూర్వం ఉదోపాదుడు అనే ఒక వ్యక్తి ఉండేవాడు.,
ఈయన స్వంబు మనువు యోక్క కొడుకు.,ఈయన స్వంబు మనువు యొక్క కొడుకు.,
ఈయనకు ఇద్దరు భర్యలు.,ఈయనకు ఇద్దరు భార్యలు.,
ఒకరి పేరు సురూచి ఇంక్కోరి పేరు సునీతి.,ఒకరి పేరు సురూచి ఇంకొకరి పేరు సునీతి.,
సునీతి చాలా మంచది మరియు అన్ని ధర్మాలు తెలుసు.,సునీతి చాలా మంచిది మరియు అన్ని ధర్మాలు తెలుసు.,
సురూచికి కొంచెం అంకారం ఎక్కువ.,సురుచికి కొంచెం అహంకారం ఎక్కువ.,
ఉధోపాదుడికి సునీతితో ఒక కొడుకు పుట్టాడు. అతని పెరు ఉత్తముడు.,ఉధోపాదుడికి సునీతితో ఒక కొడుకు పుట్టాడు. అతని పేరు ఉత్తముడు.,
సురుచికి పుట్టిన కొడుకు పేరు దవుడు.,సురుచికి పుట్టిన కొడుకు పేరు ధృవుడు.,
"ఉదోపాదుడికి సురూచి మీద మక్కువ ఎక్కువ(,) కాబట్టి తను ఏమి చెప్పిన కాదు అనే వాడు కాదు.","ఉదోపాదుడికి సురూచి మీద మక్కువ ఎక్కువ, కాబట్టి తను ఏమి చెప్పిన కాదు అనే వాడు కాదు.",
ఒకరోజు రాజమందిరంలో ఉత్తముడు ఉదోపాదుడి తొడపై కూర్చుని ఉన్నడు.,ఒకరోజు రాజమందిరంలో ఉత్తముడు ఉదోపాదుడి తొడపై కూర్చుని ఉన్నాడు.,
అది చూసి ధృవుడికి కూడా నాన్నగారి తోడ మీద కూర్చోవాలి అనిపించింది.,అది చూసి ధృవుడికి కూడా నాన్నగారి తొడ మీద కూర్చోవాలి అనిపించింది.,
ఇప్పుడే కథలో ముఖ్యమైన ఘట్టం జరగాన్నుంది.,ఇప్పుడే కథలో ముఖ్యమైన ఘట్టం జరగనుంది.,
ఇప్పుడు ధృవుడు వెళ్లి నానగారు నేను కూడా మీ తొడ మీద కూర్చుంటాను అని అడిగాడు.,ఇప్పుడు ధృవుడు వెళ్లి నాన్నగారు నేను కూడా మీ తొడ మీద కూర్చుంటాను అని అడిగాడు.,
సురుచి అక్కడే ఉండడం చూసి ఉదోపాదుడు ఎమి మాట్లాడలేదు.,సురుచి అక్కడే ఉండడం చూసి ఉదోపాదుడు ఏమి మాట్లాడలేదు.,
"అప్పుడు సురుచి ""ఒరే! నువ్వు అక్కడ కూర్చో వాలంటే నారాయణుడి అనుగ్రహం ఉండాలిరా, అలా ఉంటె నువ్వు సునీతి కడుపున ఎందుకు పుడతావు() నా కడుపున పుటే వాడివి కదా!""","అప్పుడు సురుచి ఒరేయ్ నువ్వు అక్కడ కూర్చో వాలంటే నారాయణుడి అనుగ్రహం ఉండాలిరా. అలా ఉంటే నువ్వు సునీతి కడుపున ఎందుకు పుడతావు, నా కడుపున పుట్టే వాడివి కదా!",
ఇది విని కూడా ఉదోపాదుడు ఏమీ మట్లాడలేదు.,ఇది విని కూడా ఉదోపాదుడు ఏమీ మాట్లాడలేదు.,
పిన్ని చెప్పిన మాటలు అర్థం కాక ఏడుస్తూ అమ్మ దగ్గరాకు వెళ్ళిపోయాడు.,పిన్ని చెప్పిన మాటలు అర్థం కాక ఏడుస్తూ అమ్మ దగ్గరకు వెళ్ళిపోయాడు.,
"అమ్మ ""ఏమేయిందిరా!"" అని అడిగిన చెప్పలేకపోయాడు.",అమ్మ ఏమైందిరా అని అడిగినా చెప్పలేకపోయాడు.,
అప్పుడు అంతఃపురంలోని చెలికతెలు వచ్చి జరిగిన విషయం సునీతికి చెప్పారు.,అప్పుడు అంతఃపురంలోని చెలికత్తెలు వచ్చి జరిగిన విషయం సునీతికి చెప్పారు.,
"అప్పుడు సునీతి, ""నీకు నారాయణుడి అనుగ్రహం లకపోతే, వెళ్లి అనుగ్రహం సంపాదించుకో"" అన్నది.","అప్పుడు సునీతి ""నీకు నారాయణుడి అనుగ్రహం లేకపోతే వెళ్లి అనుగ్రహం సంపాదించుకో"" అన్నది.",
కోపంతో ధృవుడు రాజా భవనం లోంచి బయటకు తప్పసు చేయడానికి పోయాడు.,కోపంతో ధృవుడు రాజభవనం నుంచి బయటకు తపస్సు చేయడానికి పోయాడు.,
ఈ చిన్ని వాడి ముచ్చట చూసి నారాద ముని వచ్చి ఇక్కడ తపస్సు చేయాలో చెప్పారు.,ఈ చిన్న వాడి ముచ్చట చూసి నారద ముని వచ్చి ఎక్కడ తపస్సు చేయాలో చెప్పారు.,
"కానీ నీ కోరిక ఏంటి అని అడగినప్పుడు, ""నాకు పెద్ద పదవి కావాలి"" అన్నాడు.","కానీ నీ కోరిక ఏంటి అని అడిగినప్పుడు, నాకు పెద్ద పదవి కావాలి అన్నాడు.",
కానీ ఆ పదవి ఎంతో ధృవుడికి కూడా తెలియదు పాపం.,కానీ ఆ పదవి ఏంటో ధృవుడికి కూడా తెలియదు పాపం.,
అలా నారదుడి మాట విని ధృవుడు ఒక సరోవరం దగ్గర తప్పసు మొదలుపెట్టాడు.,అలా నారదుడి మాట విని ధృవుడు ఒక సరోవరం దగ్గర తపస్సు మొదలుపెట్టాడు.,
ముందు పద్దమాసనంతో మోదలుపెట్టి తప్పసు చేసాడు.,ముందు పద్మాసనంతో మొదలుపెట్టి తపస్సు చేసాడు.,
ఒక వారం గడిచిపోయింది(),ఒక వారం గడిచిపోయింది.,
రోజుకి ఒక్క పండ తిని కొన్ని నీళ్లు తాగేవాడు.,రోజుకి ఒక్క పండు తిని కొన్ని నీళ్లు తాగేవాడు.,
ఒక నేల గడిచిపోయింది.,ఒక నెల గడిచిపోయింది.,
నెలకి ఒక్కసరి ఒక పండు తినేవాడు.,నెలకి ఒక్కసారి ఒక పండు తినేవాడు.,
ఐదు నెలలు గడిచపోయయి.,అయిదు నెలలు గడిచిపోయాయి.,
వరం ఒక్కసారి వాయుభక్షణం చేసేవాడు.,వారం ఒక్కసారి వాయుభక్షణం చేసేవాడు.,
తరువాత కాలి బొటన వేలి మీద నించును తప్పసు చేసేవాడు.,తర్వాత కాలి బొటన వేలు మీద నిలిచి తపస్సు చేసేవాడు.,
ఇలా ఒక రోజు ఆ ఈశ్వరుడు దరశనం ఇచ్చాడు.,ఇలా ఒక రోజు ఆ ఈశ్వరుడు దర్శనం ఇచ్చాడు.,
నీకు ఏం కావలో కోరుకో అని అడిగితే నాకు పెద్ద పెదవి కావాలి అని అడిగాడు ధృవుడు.,నీకు ఏం కావాలో కోరుకో అని అడిగితే నాకు పెద్ద పదవి కావాలి అని అడిగాడు ధృవుడు.,
సరే నీకు ఒక పెద్ద పదవి ఇస్తను.,సరే నీకు ఒక పెద్ద పదవి ఇస్తాను.,
నీవు శరీరం తేజించిన తరువాత నిన్ను ధ్రువ మండలంలో ఉంచుతాను.,నీవు శరీరం త్యజించిన తర్వాత నిన్ను ధ్రువ మండలంలో ఉంచుతాను.,
నిన్ను అనుసరించే కాలం() గ్రహాలు అన్ని నడుచుకుంటయి అని చెప్పాడు.,"నిన్ను అనుసరించే కాలం, గ్రహాలు అన్ని నడుచుకుంటాయి అని చెప్పాడు.",
ధృవుడు అయో పెద్దపదవి అడిగితే స్వామి ఎంటి ఇలాంటి పదవి ఇచ్చరు. అని బాధపడుతూ ఇంటికి తిరిగి వెళ్ళాడు.,ధృవుడు అయ్యో పెద్దపదవి అడిగితే స్వామి ఏంటి ఇలాంటి పదవి ఇచ్చారు. అని బాధపడుతూ ఇంటికి తిరిగి వెళ్ళాడు.,
రాజ్యంలో ధృవుడికి ఎంత మర్యాద ఇచ్చి రాజ్యాభిషేకం చేశారు.,రాజ్యంలో ధృవుడికి ఎంతో మర్యాద ఇచ్చి రాజ్యాభిషేకం చేశారు.,
ఇది చూసి తాన తమ్ముడైన ఉత్తముడు కడా అరణ్యంలోకి వెళ్ళాడు.,ఇది చూసి తన తమ్ముడైన ఉత్తముడు కూడా అరణ్యంలోకి వెళ్ళాడు.,
కానీ అక్కడ ఒక యెక్షని చతిలో మరణించాడు.,కానీ అక్కడ ఒక యక్షుని చేతిలో మరణించాడు.,
ఇది తెలియని ధృవుడు యెక్షులందరీని సంహరించడానికి పునుకున్నాడు.,ఇది తెలియని ధృవుడు యక్షులందరినీ సంహరించడానికి పూనుకున్నాడు.,
కానీ తన తాతగారు అయిన సచు మనువు చెప్పడంతో ఆగిపోయాడు.,కానీ తన తాతగారు అయిన స్వంచు మనువు చెప్పడంతో ఆగిపోయాడు.,
ఇలా శరీరం వదిలిన తరువాత ధృవమండలానికి వెళ్లి చేరుకున్నడు.,ఇలా శరీరం వదిలిన తర్వాత ధృవమండలానికి వెళ్లి చేరుకున్నాడు.,
నేను ఇప్పుడు రాసే ఈ వక్యం సంస్కృతంలోనిది.,నేను ఇప్పుడు రాసే ఈ వాక్యం సంస్కృతంలోనిది.,
ఇతం ధృవోపాక్కాణం సంపూర్ణం.,ఇతి ధృవోపాఖ్యాణం సంపూర్ణం.,
"నేను కాలేజీ ఐఐటీకి వచ్చిన మొదటి రోజు వర్షం పడింది, నేను రైలు దిగిన వెంటేనే()","నేను కాలేజీ ఐఐటీకి వచ్చిన మొదటి రోజు వర్షం పడింది, నేను రైలు దిగిన వెంటనే.",
నేను మా నాన్న మాత్రం మే వచ్చము.,నేను మా నాన్న మాత్రమే వచ్చాము.,
మేము ఏమీ అనుకున్నాము అంటే ఇది ఉత్తర భారతదేశం కదా! మన దెగ్గర కంటే చాలా చలి ఉంటుంది అని అన్ని ఆ వాతవర్ణంకి తగ్గ బట్టలు వేసుకొని వచ్చము(),మేము ఏమీ అనుకున్నాము అంటే ఇది ఉత్తర భారతదేశం కదా! మన దగ్గర కంటే చాలా చలి ఉంటుంది అని అన్ని ఆ వాతావరణంకి తగ్గ బట్టలు వేసుకుని వచ్చాము.,
ఇక్కడ ఏమో చాలా వడిగా ఉంది.,ఇక్కడ ఏమో చాలా వేడిగా ఉంది.,
చాలా చమటలు కూడా నేను ఇంత వేడి() ఇంకా చిరాకు() నా జీవితం ఎప్పుడు అనుభవించలేదు.,"చాలా చెమటలు కూడా నేను ఇంత వేడి, ఇంకా చిరాకు, నా జీవితం ఎప్పుడూ అనుభవించలేదు.",
"అందులో ఇక్కడ తిండి, పద్ధతి అస్సలు తెలియాదు. మా నాన్నకి నాకు చాలా వింతగా అనిపించింది()","అందులో ఇక్కడి తిండి, పద్ధతి అస్సలు తెలియదు. మా నాన్నకి, నాకు చాలా వింతగా అనిపించింది.",
"అస్సలు ఏమి జరుగుతుంది, ఎందుకు ఇలా అని అర్థం కాలేదు()","అసలు ఏం జరుగుతుంది, ఎందుకు ఇలా అని అర్థం కాలేదు.",
దానికి తగ్గట్టు అస్సలు ఆ గాది (నాకు కేటాయించింది) నాకు చాలా చిన్న అనిపించింది(),దానికి తగ్గట్టు అస్సలు ఆ గది (నాకు కేటాయించింది) నాకు చాలా చిన్న అనిపించింది.,
అప్పుడు నకు తెలియలేదు. ,అప్పుడు నాకు తెలియలేదు.,
అంతకంటే చిన్న గది ఉండవలసి వస్తుంది అని.,అంతకంటే చిన్న గదిలో ఉండవలసి వస్తుంది అని.,
నాకు అదే పెద్ద నరకంగా అనిపించింది(),నాకు అదే పెద్ద నరకంగా అనిపించింది.,
అందులో నేను భౌతిక శాస్త్రం తీసుకున్నాను(),అందులో నేను భౌతిక శాస్త్రం తీసుకున్నాను.,
నాకు దానికి తగినట్టే మొదట కేటాయించిన కోరుసు నాకు అస్సలు అంటే అస్సలు నచ్చలేదు(),నాకు దానికి తగినట్టే మొదట కేటాయించిన కోర్సు నాకు అస్సలు అంటే అస్సలు నచ్చలేదు.,
నేను ఇక్కడికి వచ్చను దేవుడా అని అనిపించింది,నేను ఎక్కడికి వచ్చాను దేవుడా అని అనిపించింది.,
దానితోపాటు వేరే కోరుసులు నాకు నచ్చలేదు(),దానితోపాటు వేరే కోర్సులు నాకు నచ్చలేదు.,
నచ్చకపోవడంతో పాటు నాకు అవి భారం అనిపించింది(),నచ్చకపోవడంతో పాటు నాకు అవి భారం అనిపించింది.,
ఈ కాలం చాలా మంది కొత్త వాళ్ళని కలిసాను(),ఈ కాలం చాలా మంది కొత్త వాళ్ళని కలిసాను.,
రకరకాల మనుషులు ఉన్నారు ఈ లోకంలో అనిపించింది(),రకరకాల మనుషులు ఉన్నారు ఈ లోకంలో అనిపించింది.,
కానీ ఎవరితో అంత గొప్ప స్నేహం ఎరుపడలేదు(),కానీ ఎవరితో అంత గొప్ప స్నేహం ఏర్పడలేదు.,
చాలా చాలా ఓంటరిగా అనిపించింది అంటే ఎంటి ఇది అసలు నేను అస్సలు ఊహించలేదు కూడా(),చాలా చాలా ఒంటరిగా అనిపించింది అంటే ఏంటి ఇది అసలు నేను అస్సలు ఊహించలేదు కూడా.,
"అంతే నేను +1,+2 లో ఉన్నప్పుడు నాకు ఎలా ఉండేది అంటే నా తల్లిదండ్రులు మరీ కటినంగా ఉన్నారు కనకనే అలా అనిపించింది()","అంతే నేను +౧,+౨ లో ఉన్నప్పుడు నాకు ఎలా ఉండేది అంటే నా తల్లిదండ్రులు మరీ కఠినంగా ఉన్నారు కనకనే అలా అనిపించింది.",
కానీ ఇక్కడికి వచ్చాక నాకు అనిపించింది ఎందుకు మా అమ్మ నాన్న అలా ఉండేవారు అని() వాళ్ళ విలువ నాకు తెలిసి వచ్చింది(),"కానీ ఇక్కడికి వచ్చాక నాకు అనిపించింది ఎందుకు మా అమ్మ నాన్న అలా ఉండేవారని, వాళ్ళ విలువ నాకు తెలిసి వచ్చింది.",
నాకు ఇంట్లో ఉన్నంతా కాలంము ఎప్పుడు అర్థం కాలేదు(),నాకు ఇంట్లో ఉన్నంత కాలము ఎప్పుడు అర్థం కాలేదు.,
నేను ఎంత సేపటికి నాకు స్వేచ్ఛ కావాలి() స్వతంత్రం కావాలి అని అనుకుంటూ ఉండేవాడిని(),నేను ఎంత సేపటికి నాకు స్వేచ్ఛ కావాలి స్వతంత్రం కావాలి అని అనుకుంటూ ఉండేవాడిని.,
నాకు ఇక్కడ వచ్చాక తెలిసింది అన్నిటికంటే నాకు కావాలిసింది మనసుశాంతి(),నాకు ఇక్కడికి వచ్చాక తెలిసింది అన్నిటికంటే నాకు కావాల్సింది మనశ్శాంతి.,
అది నాకు తిరిగి ఇంటికి వెళ్ళినప్పుడు తెలిసింది(),అది నాకు తిరిగి ఇంటికి వెళ్ళినప్పుడు తెలిసింది.,
అది ఉత్త ఇంటో నా అనుపించే వాళ్ళ మధ్యనే దొరుకుతుంది(),అది ఉత్త ఇంట్లో నా అనిపించే వాళ్ళ మధ్య ఉంటేనే దొరుకుతుంది.,
సర్రేలే సచ్చో చెడో మొద్దటి కానించాను() ఎస్.పి.వి అస్సలు బాగా రానే రాలేదు(),"సరేలే సచ్చో చెడో మొదటి కానించాడు, ఎస్.పి.వి అస్సలు బాగా రానే రాలేదు.",
నాకు అప్పుడు దాని ప్రాముఖ్యత అంతగా తెలియాలేదు(),నాకు అప్పుడు దాని ప్రాముఖ్యత అంతగా తెలియలేదు.,
అంటే అప్పుడు నేను వేరే ఒక వ్యక్తిని చూశాను() అందరి ఎస్.పి.వి లిస్టు బయటకు వచ్చినప్పుడు(),"అంటే అప్పుడు నేను వేరే ఒక వ్యక్తిని చూశాను, అందరి ఎస్.పి.వి లిస్టు బయటకు వచ్చినప్పుడు.",
ఈ పేరు బలే వింతగా ఉందే అని ఆ వ్యక్తి గురించి చూశాను(),ఈ పేరు బలే వింతగా ఉందే అని ఆ వ్యక్తి గురించి చూశాను.,
ఎందుకో అతనిలా ఉండాలి అనిపించింది(),ఎందుకో అతనిలా ఉండాలి అనిపించింది.,
అందులో ముఖ్యంగా అతనిలా మచ్చి ఎస్.పి.వి తెచ్చుకోవాలి అనిపించింది(),అందులో ముఖ్యంగా అతనిలా మంచి ఎస్.పి.వి తెచ్చుకోవాలి అనిపించింది.,
ఆ విషయం నాకు దొరికిన ఏకైక మిత్రునికి చెప్పను అనుమాట(),ఆ విషయం నాకు దొరికిన ఏకైక మిత్రునికి చెప్పాను అన్నమాట.,
మేము అప్పుడు వచ్చేసారికి ఎలా చదివితే బాగుంటుంది అని ఓక పేనాలికని గీసుకొని దాన్ని అనుసరించాము(),మేము అప్పుడు వచ్చేసరికి ఎలా చదివితే బాగుంటుంది అని ఒక ప్రణాళికను గీసుకొని దాన్ని అనుసరించాము.,
అది బానే పనికి వచ్చింది(),అది బానే పనికి వచ్చింది.,
ఈసారి కోర్సులు కూడా నాకు నచ్చాయి(),ఈసారి కోర్సులు కూడా నాకు నచ్చాయి.,
అందులో పి.హెచ్.వై 1-1-2 అని ఒక కోర్స్ బాగా నచ్చింది(),అందులో పి.హెచ్.వై ౧-౧-౨ అని ఒక కోర్స్ బాగా నచ్చింది.,
అప్పుడు నేను తీసుకున్న ప్రోగ్రామ్ పై నాకు కొంచెం భైర్యం వచ్చింది(),అప్పుడు నేను తీసుకున్న ప్రోగ్రామ్ పై నాకు కొంచెం ధైర్యం వచ్చింది.,
ఆ సెమ్ లో ఎస్.పి.వై కొంచెం పేరిగింది(),ఆ సెమ్ లో ఎస్.పి.వై కొంచెం పెరిగింది.,
అనుకున్న అంత గొప్పగా అంటే రాలేదు కానీ పర్వలేదు అనిపించింది(),అనుకున్న అంత గొప్పగా అంటే రాలేదు కానీ పర్వాలేదు అనిపించింది.,
అలా త్రీ సెమిస్టర్లలో కూడా పర్వాలేదు అనిపించింది(),అలా త్రీ సెమిస్టర్లలో కూడా పర్వాలేదు అనిపించింది.,
అందులో ఉప్పుడు నా సబ్జెక్టుపై నాకు చాలా ఉత్సాహం మరియు ఇష్టంగా ఉంది(),అందులో ఇప్పుడు నా సబ్జెక్టుపై నాకు చాలా ఉత్సాహం మరియు ఇష్టంగా ఉంది.,
అందులో క్వాంటం ఫిజిక్స్ అని ఒక సబ్జెక్టు చాలా నచ్చింది(),అందులో క్వాంటం ఫిజిక్స్ అని ఒక సబ్జెక్టు చాలా నచ్చింది.,
బాగా కూడా అవుతుంది(),బాగా కూడా అవుతుంది.,
ఒక ప్రాజెక్టు అందులో దొరికింది(),ఒక ప్రాజెక్టు అందులో దొరికింది.,
ఇలాగా కాలేజీ జీవితం నడిచింది(),ఇలాగ కాలేజీ జీవితం నడిచింది.,
ఇప్పటివరకు నేను నేర్చుకున్న విషయం ఏంటి అంటే అన్ని అనుకున్నంత చెడ్డగా ఉండవు(),ఇప్పటివరకు నేను నేర్చుకున్న విషయం ఏంటి అంటే అన్ని అనుకున్నంత చెడ్డగా ఉండవు.,
"ఆ పూటకి అలా అనిపించిన, తర్వాత తగ్గిపోత్తుంది()","ఆ పూటకి అలా అనిపించిన, తర్వాత తగ్గిపోతుంది.",
"మనకు ఎంత నచ్చిన విషయం అయిన లోతులోకి వేళ్లేసరికి నచ్చకపొవ్వచ్చు, అది సహజం()","మనకు ఎంత నచ్చిన విషయమైనా లోతులోకి వెళ్లేసరికి నచ్చకపోవచ్చు, అది సహజం.",
ఒక సబ్జెక్టులో ఇంట్రెస్ట్ ప్రేమ/చనువు వంటివి దొరకాలిసిన చోటే దొరుకుతాయి(),ఒక సబ్జెక్టులో ఇంట్రెస్ట్ ప్రేమ/చదువు వంటివి దొరకాల్సిన చోటే దొరుకుతాయి.,
ఆ చొటే కూడా ఉండే ఉంటుంది(),ఆ చోటు కూడా ఉండే ఉంటుంది.,
అందులో మొద్దటి చోట() మనమే వేరే దొరకన్నప్పుడు మనం చాలు వేరే దొరుకుతే మంచిది(),అందులో మొదటి చోట మనమే వేరే దొరకనప్పుడు మనం చాలు వేరే దొరికితే మంచిది.,
ప్రతి విషయం మనం ఎలా తిసుకుంటామో దాని భట్టే మన జీవితం నడుస్తుంది(),ప్రతి విషయం మనం ఎలా తీసుకుంటామో దాన్నిబట్టి మన జీవితం నడుస్తుంది.,
నా అనుభవం అన్ని మంచి/ చేడుని గునపాటంగా తీసుకోవాలి(),నా అనుభవం అన్ని మంచి చెడుని గుణపాఠంగా తీసుకోవాలి.,
అంటే నేను ఎప్పుడు అనుకునేవాడిని ఒక రహస్యం బయటకి వస్తే నేను అయిపోతా అని(),అంటే నేను ఎప్పుడూ అనుకునేవాడిని ఒక రహస్యం బయటకు వస్తే నేను అయిపోతానని.,
కానీ ఇప్పుడు అది ఒక విషయంమే కాదు(),కానీ ఇప్పుడు అది ఒక విషయమే కాదు.,
ఎప్పుడు అయితే మనం చేయ్యని తప్పుకి బయటపడినప్పుడు మనం ఒడిపోతం(),ఎప్పుడైతే మనం చేయని తప్పుకి బయపడినప్పుడు మనం ఓడిపోతాం.,
నాకు వ్యక్తిగతం ఒటమి నచ్చదు(),నాకు వ్యక్తిగతంగా ఓటమి నచ్చదు.,
"మొదట మహాభారతం గురించి తెలుసుకోవాలి అంటే, మనం దాని యొక్క గొప్పదనం గురించి తెలుగుకోవాలి, మనకి మహాభారతం ద్వారా ప్రయోజనాలు ఏంటో, మొదలైనవి.","మొదట మహాభారతం గురించి తెలుసుకోవాలంటే, మనం దాని యొక్క గొప్పదనం గురించి తెలుసుకోవాలి, మనకి మహాభారతం ద్వారా ప్రయోజనాలు ఏవో మొదలైనవి.",
"మహాభారతం వ్యాసుడు ద్వారా రాయబడినది, ఈయన మత్య్సగంధి అని పిలవబడిన ఆవిడ కొడుడు(భీష్ముడు వాళ్ళ సవతి తల్లి).","మహాభారతం వ్యాసుడు ద్వారా రచించబడింది, ఈయన మత్స్యగంధి అని పిలవబడిన ఆవిడ కుమారుడు (భీష్ముడు వాళ్ళ సవతి తల్లి).",
మహాభారతం లో లేనిది ఏంటి / ఏదైన ఈ ప్రపంచం లో ఉండదు అని చెబుతారు.,మహాభారతంలో లేనిది ఏది / ఏదైనా ఈ ప్రపంచంలో ఉండదు అని చెబుతారు.,
"మహాభారతం సోదరులు మధ్య యుద్ధమే కాదు, ఎన్నో పాఠాలు కూడా నేర్పిస్తుంది.","మహాభారతం సోదరుల మధ్య యుద్ధమే కాదు, ఎన్నో పాఠాలు కూడా నేర్పిస్తుంది.",
"ఆ పాఠాలు మనం రోజు జీవితం లో వాడుతాము, మన యొక్క ప్రగతికి కూడా పనికొస్తాయి.","ఆ పాఠాలు మనం రోజు జీవితం లో వాడుతాము, మన యొక్క ప్రగతికి కూడా పనికొస్తాయి.",
"18 రోజుల యుద్ధానికి చేరాలి అంటే, దాని యొక్క చరిత్ర మనం తెలుసుకోవాలి. ఆరభం, గంగా మరియు శాంతను రాజుతో మొదలైతుంది.","18 రోజుల యుద్ధానికి చేరాలి అంటే, దాని యొక్క చరిత్ర మనం తెలుసుకోవాలి. ఆరంభం గంగాా మరియు శాంతను రాజుతో మొదలవుతుంది.",
"ఒక రోజు శాంతను అని పేరు ఉన్న రాజు నది వడ్డున ఉంటాడు, ఆ సమయంలో ఒక అందమైన స్త్రీని చూసి, తనతో ప్రేమలో పడుతాడు, తనని పెళ్ళి చేసుకునే ఉద్దేశాంతో తన వద్దకు వెళ్తాడు.","ఒక రోజు శాంతను అనే పేరు ఉన్న రాజు నది ఒడ్డున ఉంటాడు. ఆ సమయంలో ఒక అందమైన స్త్రీని చూసి, తనతో ప్రేమలో పడతాడు, పెళ్లి చేసుకునే ఉద్దేశాంతో ఆమె వద్దకు వెళ్తాడు.",
"తన పేరే ""గంగా"", భూమి మీద తన యొక్క పని పూర్తి చేయడానికి వచ్చింది.","ఆమే పేరు ""గంగా"". భూమి మీద తన పని పూర్తి చేయడానికి వచ్చింది.",
"హస్తినాపురం యొక్క రాజు శాంతను, తనని పెళ్ళి చేసుకునేందుకు గంగా ఉప్పకుంటిది, కాని ఒక మాట మీదు.","హస్తినాపురం యొక్క రాజు శాంతను, తనని పెళ్లి చేసుకునేందుకు గంగా ఒప్పుకుంటుంది, కాని ఒక మాట మీద.",
"గంగా ఏం పని చేసిన, ఎందుకు చేస్తుంది అని అడగకూడదు.","గంగా ఏ పని చేసినా, ఎందుకు చేస్తుందో అని అడగకూడదు.",
శాంతను దానికి అంగీకరిస్తాడు.,శాంతను దానికి అంగీకరిస్తాడు.,
"వారి ఇద్దరు పెళ్ళి చేసుకుంటారు, వారికి సంతానం ప్రాప్తి లభిస్తుంది.","వారి ఇద్దరు పెళ్ళి చేసుకుంటారు, వారికి సంతానం లభిస్తుంది.",
గంగా ఆ బిడ్డని తీసుకొని నది లో వదిలేస్తుంది.,గంగా ఆ బిడ్డని తీసుకొని నది లో వదిలేస్తుంది.,
ఆ బిడ్డ మరణిస్తాదు.,ఆ బిడ్డ మరణిస్తాడు.,
"ఇది అంతే శాంతను చూసి దుఃఖిస్తాడు, కాని ఇచ్చిన మాట తప్పులేక ఏమి అడగడు.","ఇది అంతా శాంతను చూసి దుఃఖిస్తాడు, కాని ఇచ్చిన మాట తప్పలేక ఏమి అడగడు.",
